Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2,row_id_3
de Almeida e Silva et al. 2017,-45.9725,-23.24027778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5915,1,area,0,94.14016639,7.385309106,10,111,89
de Almeida e Silva et al. 2017,-45.95666667,-23.21805556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5907,1,area,0,407.940721,7.483779894,2,112,90
de Almeida e Silva et al. 2017,-45.92972222,-23.18666667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5926,1,area,0,409.1458661,7.680721471,21,113,91
de Almeida e Silva et al. 2017,-45.90805556,-23.18777778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5917,1,area,0,470.7008319,15.06603058,12,114,92
de Almeida e Silva et al. 2017,-45.96722222,-23.19583333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5916,1,area,0,125.5202219,31.4121814,11,115,93
de Almeida e Silva et al. 2017,-45.98722222,-23.19944444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5906,1,area,0,407.940721,148.1985361,1,116,94
de Almeida e Silva et al. 2017,-45.95194444,-23.14583333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5921,1,area,0,31.38005546,257.0087569,16,117,95
de Almeida e Silva et al. 2017,-45.96694444,-23.20694444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2014,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,d,Alouatta_guariba_d,5909,1,area,0,284.1584879,379.9003004,4,118,96
De Araujo 2009,-42.23686667,-22.49846111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2365,264,area,1,0,178.359875,3,119,97
De Araujo 2009,-42.45663333,-22.713775,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2376,179,area,1,0,380.5201835,14,120,98
De Araujo 2009,-42.37286944,-22.60903889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2375,145,area,1,0,428.6945549,13,121,99
De Araujo 2009,-42.334575,-22.59785833,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2374,169,area,1,0,910.4382688,12,122,100
De Araujo 2009,-42.0582,-22.46062778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,e,Alouatta_guariba_e,2364,248,area,1,0,931.4667642,2,123,101
Ennes Silva and Bicca-Marques 2013,-51.42437222,-30.30708611,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1806,282,area,1,0,1.328603009,28,130,102
Ennes Silva and Bicca-Marques 2013,-51.399625,-30.42583611,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1787,1,area,0,31.96877092,1.533003471,9,131,103
Ennes Silva and Bicca-Marques 2013,-51.38716389,-30.44096111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1782,99,area,1,0,2.044004629,4,132,104
Ennes Silva and Bicca-Marques 2013,-51.40848889,-30.29692778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1810,178,area,1,0,2.350605323,32,133,105
Ennes Silva and Bicca-Marques 2013,-51.39048611,-30.42474722,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1784,99,area,1,0,2.86160648,6,134,106
Ennes Silva and Bicca-Marques 2013,-51.45291944,-30.36639167,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1794,321,area,1,0,2.86160648,16,135,107
Ennes Silva and Bicca-Marques 2013,-51.45866111,-30.27427222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1813,319,area,1,0,2.86160648,35,136,108
Ennes Silva and Bicca-Marques 2013,-51.45696111,-30.33729167,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1801,375,area,1,0,4.190209489,23,137,109
Ennes Silva and Bicca-Marques 2013,-51.40784722,-30.47593611,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1790,98,area,1,0,4.701210646,12,138,110
Ennes Silva and Bicca-Marques 2013,-51.31873333,-30.26880278,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1814,1,area,0,71.48434494,5.416612266,36,139,111
Ennes Silva and Bicca-Marques 2013,-51.45590556,-30.33935,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1802,366,area,1,0,5.621012728,24,140,112
Ennes Silva and Bicca-Marques 2013,-51.39148889,-30.42716667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1783,110,area,1,0,7.256216431,5,141,113
Ennes Silva and Bicca-Marques 2013,-51.38261944,-30.41968889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1786,77,area,1,0,7.256216431,8,142,114
Ennes Silva and Bicca-Marques 2013,-51.42901667,-30.31645278,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1807,284,area,1,0,7.256216431,29,143,115
Ennes Silva and Bicca-Marques 2013,-51.45811944,-30.37633333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1793,300,area,1,0,7.767217588,15,144,116
Ennes Silva and Bicca-Marques 2013,-51.46718611,-30.27448889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1812,327,area,1,0,8.993620366,34,145,117
Ennes Silva and Bicca-Marques 2013,-51.43010833,-30.30231944,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1805,299,area,1,0,10.22002314,27,146,118
Ennes Silva and Bicca-Marques 2013,-51.40558889,-30.47247778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1789,100,area,1,0,10.42442361,11,147,119
Ennes Silva and Bicca-Marques 2013,-51.45538333,-30.38234444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1796,273,area,1,0,11.85522685,18,148,120
Ennes Silva and Bicca-Marques 2013,-51.39350556,-30.44204444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1781,115,area,1,0,13.89923147,3,149,121
Ennes Silva and Bicca-Marques 2013,-51.38589444,-30.43112222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1785,84,area,1,0,16.2498368,7,150,122
Ennes Silva and Bicca-Marques 2013,-51.40965,-30.46879167,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1788,114,area,1,0,17.16963888,10,151,123
Ennes Silva and Bicca-Marques 2013,-51.45641944,-30.33408333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1803,363,area,1,0,17.16963888,25,152,124
Ennes Silva and Bicca-Marques 2013,-51.46278611,-30.37327778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1797,312,area,1,0,21.87084953,19,153,125
Ennes Silva and Bicca-Marques 2013,-51.44399444,-30.43517778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1779,308,area,1,0,26.87866087,1,154,126
Ennes Silva and Bicca-Marques 2013,-51.425025,-30.31303889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1808,277,area,1,0,28.92266549,30,155,127
Ennes Silva and Bicca-Marques 2013,-51.30062778,-30.34402778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1791,65,area,1,0,37.91628586,13,156,128
Ennes Silva and Bicca-Marques 2013,-51.47146111,-30.28171667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1811,303,area,1,0,49.97591317,33,157,129
Ennes Silva and Bicca-Marques 2013,-51.44770833,-30.31545556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1804,339,area,1,0,51.30451618,26,158,130
Ennes Silva and Bicca-Marques 2013,-51.45079167,-30.37439444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1795,286,area,1,0,74.60616894,17,159,131
Ennes Silva and Bicca-Marques 2013,-51.47815833,-30.32756667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1800,417,area,1,0,111.6026527,22,160,132
Ennes Silva and Bicca-Marques 2013,-51.45256111,-30.34260833,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1798,339,area,1,0,375.38145,20,161,133
Ennes Silva and Bicca-Marques 2013,-51.13449722,-30.43148333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1792,214,area,1,0,767.6259383,14,162,134
Ennes Silva and Bicca-Marques 2013,-51.487375,-30.32796667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1799,335,area,1,0,871.9723745,21,163,135
Lima 2008 (thesis),-46.93833333,-22.88694444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3274,1,area,0,190.464943,0.098045661,7,165,136
Lima 2008 (thesis),-46.98416667,-22.80555556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3277,114,area,1,0,1.17654793,10,166,137
Lima 2008 (thesis),-46.87722222,-22.92666667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3268,255,area,1,0,4.706191722,1,167,138
Lima 2008 (thesis),-46.90277778,-22.85194444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3271,2,area,0,112.8979004,5.784693991,4,168,139
Lima 2008 (thesis),-46.9925,-22.80944444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3278,107,area,1,0,6.274922296,11,169,140
Lima 2008 (thesis),-47.00333333,-22.78416667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3281,111,area,1,0,6.863196261,14,170,141
Lima 2008 (thesis),-46.89138889,-22.86027778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3270,291,area,1,0,8.628018157,3,171,142
Lima 2008 (thesis),-46.9825,-22.79111111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3276,116,area,1,0,9.608474765,9,172,143
Lima 2008 (thesis),-46.88583333,-22.8525,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3269,1,area,0,93.93673125,9.608474765,2,173,144
Lima 2008 (thesis),-47.01944444,-22.79111111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3283,92,area,1,0,20.88372577,16,174,145
Lima 2008 (thesis),-46.91416667,-22.90777778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3272,283,area,1,0,23.62900427,5,175,146
Lima 2008 (thesis),-47.00166667,-22.78111111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3280,119,area,1,0,25.49187183,13,176,147
Lima 2008 (thesis),-46.99416667,-22.79,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3279,1,area,0,88.56439956,68.14173431,12,177,148
Lima 2008 (thesis),-46.92666667,-22.82944444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,g,Alouatta_guariba_g,3273,298,area,1,0,262.6643255,6,178,149
"Ribeiro & Bicca-Marques, 2005",-52.02722222,-29.74277778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,1,2002,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1426,131,area,1,0,1.374850869,5,179,150
"Ribeiro & Bicca-Marques, 2005",-52.05277778,-29.70027778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,0,2002,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1431,2,area,0,130.0816723,1.586366387,10,180,151
"Ribeiro & Bicca-Marques, 2005",-52.03555556,-29.68138889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,0,2002,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1430,1,area,0,32.52041807,2.115155182,9,181,152
"Ribeiro & Bicca-Marques, 2005",-52.04194444,-29.68083333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,1,2002,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1424,2,area,0,45.99081628,4.124552606,3,182,153
"Ribeiro & Bicca-Marques, 2005",-52.05388889,-29.73583333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,1,2002,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1429,139,area,1,0,8.989409525,8,183,154
"Ribeiro & Bicca-Marques, 2005",-52.05111111,-29.70305556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,1,2002,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1425,1,area,0,65.04083613,11.21032247,4,184,155
"Ribeiro & Bicca-Marques, 2005",-52.05027778,-29.73444444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,1,2002,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1428,150,area,1,0,17.13275698,7,185,156
"Ribeiro & Bicca-Marques, 2005",-52.03972222,-29.70527778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,1,2002,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1422,1,area,0,45.99081628,43.88947003,1,186,157
"Ribeiro & Bicca-Marques, 2005",-52.02333333,-29.73694444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba clamitans,Alouatta_guariba,1,2002,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,i,Alouatta_guariba_i,1423,1,area,0,72.71786545,85.8753004,2,187,158
Rodrigues de Melo 2004 (thesis),-41.13166667,-15.83166667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,j,Alouatta_guariba_j,344,1,area,0,61.01255506,0.186126594,31,188,159
Rodrigues de Melo 2004 (thesis),-40.06722222,-16.05444444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,j,Alouatta_guariba_j,323,1,area,0,244.0502202,1.302886156,10,189,160
Rodrigues de Melo 2004 (thesis),-40.54861111,-15.79555556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,j,Alouatta_guariba_j,333,1,area,0,30.50627753,2.326582422,20,190,161
Rodrigues de Melo 2004 (thesis),-41.10083333,-16.48666667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,j,Alouatta_guariba_j,343,1,area,0,125.7806045,4.839291438,30,191,162
Rodrigues de Melo 2004 (thesis),-39.99694444,-16.17194444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,j,Alouatta_guariba_j,316,1,area,0,382.2425619,11.07453233,3,192,163
Rodrigues de Melo 2004 (thesis),-40.0725,-16.05055556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta guariba,Vulnerable,4,j,Alouatta_guariba_j,324,90,area,1,0,29.03574863,11,193,164
