Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
Melo et al. 2005,-42.759249,-20.06466,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,b,Brachyteles_hypoxanthus_b,1527,142,area,1,0,138.0368875,5,954
Melo et al. 2005,-42.727708,-20.032601,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,b,Brachyteles_hypoxanthus_b,1523,157,area,1,0,252.8254572,1,955
Melo et al. 2005,-42.741516,-20.130151,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,b,Brachyteles_hypoxanthus_b,1526,191,area,1,0,833.9365366,4,956
Rodrigues de Melo 2004 (thesis),-41.13166667,-15.83166667,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,415,1,area,0,61.01255506,0.186126594,28,957
Rodrigues de Melo 2004 (thesis),-40.06722222,-16.05444444,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,397,1,area,0,244.0502202,1.302886156,10,958
Rodrigues de Melo 2004 (thesis),-41.10083333,-16.48666667,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,414,1,area,0,125.7806045,4.839291438,27,959
Rodrigues de Melo 2004 (thesis),-39.99694444,-16.17194444,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,390,1,area,0,382.2425619,11.07453233,3,960
Rodrigues de Melo 2004 (thesis),-40.0725,-16.05055556,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,398,90,area,1,0,29.03574863,11,961
Rodrigues de Melo 2004 (thesis),-40.65833333,-16.79861111,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,407,464,area,1,0,49.32354735,20,962
Rodrigues de Melo 2004 (thesis),-40.06666667,-15.99111111,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,396,72,area,1,0,61.51483924,9,963
Rodrigues de Melo 2004 (thesis),-40.04527778,-16.00527778,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,393,76,area,1,0,78.35929597,6,964
Rodrigues de Melo 2004 (thesis),-40.30611111,-16.22277778,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,401,206,area,1,0,179.5190997,14,965
Rodrigues de Melo 2004 (thesis),-39.91444444,-16.20722222,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,388,249,area,1,0,191.7103916,1,966
Rodrigues de Melo 2004 (thesis),-40.02638889,-16.0225,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,391,102,area,1,0,198.5970755,4,967
Rodrigues de Melo 2004 (thesis),-40.28444444,-16.39388889,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,400,2,area,0,68.2141103,217.4889248,13,968
Rodrigues de Melo 2004 (thesis),-40.06333333,-16.00388889,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,395,60,area,1,0,217.6750514,8,969
Rodrigues de Melo 2004 (thesis),-40.35944444,-16.14166667,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,403,1,area,0,30.50627753,232.1929257,16,970
Rodrigues de Melo 2004 (thesis),-40.46805556,-15.95027778,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,404,760,area,1,0,263.1830036,17,971
Rodrigues de Melo 2004 (thesis),-40.05888889,-16.04222222,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,394,79,area,1,0,425.6715199,7,972
Rodrigues de Melo 2004 (thesis),-41.37138889,-16.01944444,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,418,327,area,1,0,432.9304571,31,973
Rodrigues de Melo 2004 (thesis),-40.49805556,-16.39611111,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,406,279,area,1,0,913.2301323,19,974
Rodrigues de Melo 2004 (thesis),-40.02916667,-16.05666667,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,392,1,area,0,61.01255506,1029.280063,5,975
Rodrigues de Melo 2004 (thesis),-41.18166667,-15.90416667,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,417,4,area,0,91.51883259,1493.479788,30,976
Rodrigues de Melo 2004 (thesis),-41.13333333,-15.7825,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,416,10,area,0,30.50627753,1507.253156,29,977
Rodrigues de Melo 2004 (thesis),-40.48,-15.96138889,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,405,729,area,1,0,1509.951992,18,978
Rodrigues de Melo 2004 (thesis),-40.68777778,-16.33666667,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,408,479,area,1,0,2233.239935,21,979
Rodrigues de Melo 2004 (thesis),-40.73333333,-16.62416667,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,409,264,area,1,0,2525.737877,22,980
Rodrigues de Melo 2004 (thesis),-40.83638889,-16.71166667,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,411,587,area,1,0,3160.615689,24,981
Rodrigues de Melo 2004 (thesis),-39.995,-16.31472222,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,389,528,area,1,0,5658.062324,2,982
Rodrigues de Melo 2004 (thesis),-41.0275,-16.13833333,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,c,Brachyteles_hypoxanthus_c,413,452,area,1,0,6984.400431,26,983
Tabacow et al. 2009,-41.830975,-19.791877,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2208,1,area,0,31.03370425,16.46885268,7,984
Tabacow et al. 2009,-41.818164,-19.784041,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2207,272,area,1,0,29.66319663,6,985
Tabacow et al. 2009,-41.851252,-19.723554,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2205,343,area,1,0,53.35523031,4,986
Tabacow et al. 2009,-41.80305556,-19.78055556,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,1,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2204,266,area,1,0,80.41808178,3,987
Tabacow et al. 2009,-41.82305556,-19.765,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,1,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2202,254,area,1,0,111.6222237,1,988
Tabacow et al. 2009,-41.803586,-19.813047,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2209,233,area,1,0,132.1360577,8,989
Tabacow et al. 2009,-41.80194444,-19.7575,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,1,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2203,246,area,1,0,355.8620505,2,990
Teixeira 2003,-39.91401895,-16.59929423,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,422,365,area,1,0,617.8188375,4,991
Teixeira 2003,-39.84181142,-17.16923539,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,420,134,area,1,0,1302.369043,2,992
Teixeira 2003,-39.67306776,-17.29201011,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,419,282,area,1,0,2405.988384,1,993
Teixeira 2003,-39.37371651,-15.97362675,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,426,387,area,1,0,2427.365533,8,994
Teixeira 2003,-39.63588308,-15.92691698,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,427,386,area,1,0,3099.205001,9,995
Teixeira 2003,-39.52699019,-15.15521825,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,432,547,area,1,0,4228.823577,14,996
Teixeira 2003,-39.16129992,-15.61988992,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,428,503,area,1,0,4948.328308,10,997
Teixeira 2003,-39.42411603,-16.28635666,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,425,517,area,1,0,5518.867057,7,998
Teixeira 2003,-39.03534833,-13.52523556,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,439,1165,area,1,0,6366.345796,21,999
Teixeira 2003,-39.12103841,-16.32435417,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,424,165,area,1,0,7007.17877,6,1000
Teixeira 2003,-39.67267109,-13.86489781,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,436,525,area,1,0,7502.03086,18,1001
Teixeira 2003,-39.45117397,-13.9528227,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,435,575,area,1,0,8131.88638,17,1002
Teixeira 2003,-39.30364943,-16.51221951,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,423,321,area,1,0,8229.239067,5,1003
Teixeira 2003,-39.7067208,-13.57885259,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,438,1092,area,1,0,8323.799245,20,1004
Teixeira 2003,-39.33979006,-17.10670629,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,421,216,area,1,0,8367.901649,3,1005
Teixeira 2003,-39.060451,-14.42416025,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,433,531,area,1,0,8654.085812,15,1006
Teixeira 2003,-39.14331956,-14.01800271,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,434,743,area,1,0,8911.863403,16,1007
Teixeira 2003,-39.23266611,-13.70101007,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,437,1197,area,1,0,9169.737288,19,1008
Teixeira 2003,-39.06116118,-15.17197278,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,430,386,area,1,0,9383.605062,12,1009
Teixeira 2003,-39.39112172,-15.1972275,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles  hypoxanthus,Brachyteles_hypoxanthus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,e,Brachyteles_hypoxanthus_e,429,282,area,1,0,9709.17325,11,1010
Teixeira 2003,-39.91401895,-16.59929423,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,443,365,area,1,0,617.8188375,4,1011
Teixeira 2003,-39.84181142,-17.16923539,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,441,134,area,1,0,1302.369043,2,1012
Teixeira 2003,-39.67306776,-17.29201011,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,440,282,area,1,0,2405.988384,1,1013
Teixeira 2003,-39.37371651,-15.97362675,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,447,387,area,1,0,2427.365533,8,1014
Teixeira 2003,-39.63588308,-15.92691698,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,448,386,area,1,0,3099.205001,9,1015
Teixeira 2003,-39.52699019,-15.15521825,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,453,547,area,1,0,4228.823577,14,1016
Teixeira 2003,-39.16129992,-15.61988992,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,449,503,area,1,0,4948.328308,10,1017
Teixeira 2003,-39.42411603,-16.28635666,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,446,517,area,1,0,5518.867057,7,1018
Teixeira 2003,-39.03534833,-13.52523556,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,460,1165,area,1,0,6366.345796,21,1019
Teixeira 2003,-39.12103841,-16.32435417,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,445,165,area,1,0,7007.17877,6,1020
Teixeira 2003,-39.67267109,-13.86489781,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,457,525,area,1,0,7502.03086,18,1021
Teixeira 2003,-39.45117397,-13.9528227,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,456,575,area,1,0,8131.88638,17,1022
Teixeira 2003,-39.30364943,-16.51221951,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,444,321,area,1,0,8229.239067,5,1023
Teixeira 2003,-39.7067208,-13.57885259,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,459,1092,area,1,0,8323.799245,20,1024
Teixeira 2003,-39.33979006,-17.10670629,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,442,216,area,1,0,8367.901649,3,1025
Teixeira 2003,-39.060451,-14.42416025,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,454,531,area,1,0,8654.085812,15,1026
Teixeira 2003,-39.14331956,-14.01800271,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,455,743,area,1,0,8911.863403,16,1027
Teixeira 2003,-39.23266611,-13.70101007,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,458,1197,area,1,0,9169.737288,19,1028
Teixeira 2003,-39.05979118,-15.16645809,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,452,407,area,1,0,9420.774338,13,1029
Teixeira 2003,-39.39112172,-15.1972275,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus melanochir,Callicebus_melanochir,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus melanochir,Vulnerable,27,a,Callicebus_melanochir_a,450,282,area,1,0,9709.17325,11,1030
da Silva et al. 2015,-46.00810593,-21.46776046,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5089,1,area,0,30.96988957,0.575480436,10,1031
da Silva et al. 2015,-46.14851047,-21.44427139,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5095,1,area,0,43.79803786,0.575480436,16,1032
da Silva et al. 2015,-45.8870772,-21.37596075,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5109,1,area,0,443.4213372,0.863220654,30,1033
da Silva et al. 2015,-45.88624161,-21.31551718,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5106,1,area,0,127.6921259,1.822354714,27,1034
da Silva et al. 2015,-45.8742724,-21.49552568,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5114,166,area,1,0,1.822354714,35,1035
