Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
Endo et al. 2010,-71.28138864,-11.94233367,Peru,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,a,Saguinus_imperator_a,3082,80,area,1,0,6321.186311,8,2848
Endo et al. 2010,-71.65566769,-11.73174895,Peru,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,a,Saguinus_imperator_a,3087,122,area,1,0,8297.416868,13,2849
Endo et al. 2010,-71.62993712,-11.86402036,Peru,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,a,Saguinus_imperator_a,3080,28,area,1,0,9789.862248,6,2850
Endo et al. 2010,-71.50887215,-11.96408591,Peru,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,a,Saguinus_imperator_a,3077,31,area,1,0,9858.922354,3,2851
Endo et al. 2010,-71.91914261,-11.79787259,Peru,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,a,Saguinus_imperator_a,3088,99,area,1,0,9926.615836,14,2852
Porter 2006,-69.4284817,-10.93895601,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,b,Saguinus_imperator_b,1710,67,area,0,30.21130592,0.091272301,5,2853
Porter 2006,-68.75753891,-11.34690201,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,b,Saguinus_imperator_b,1708,99,area,0,95.53653778,7139.86698,3,2854
Porter 2006,-68.58549837,-12.38839361,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,b,Saguinus_imperator_b,1706,50,area,0,42.72523856,7291.196455,1,2855
Porter 2006,-67.19355701,-11.29838106,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,b,Saguinus_imperator_b,1709,300,area,1,0,9174.874193,4,2856
Porter 2006,-68.81927542,-11.50082497,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus imperator,Least Concern,135,b,Saguinus_imperator_b,1707,31,area,0,85.45047713,9187.46977,2,2857
Porter 2006,-69.4284817,-10.93895601,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus labiatus,Saguinus_labiatus,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus labiatus,Least Concern,136,a,Saguinus_labiatus_a,1715,67,area,0,30.21130592,0.091272301,5,2858
Porter 2006,-68.75753891,-11.34690201,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus labiatus,Saguinus_labiatus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus labiatus,Least Concern,136,a,Saguinus_labiatus_a,1713,99,area,0,95.53653778,7139.86698,3,2859
Porter 2006,-68.58549837,-12.38839361,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus labiatus,Saguinus_labiatus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus labiatus,Least Concern,136,a,Saguinus_labiatus_a,1711,50,area,0,42.72523856,7291.196455,1,2860
Porter 2006,-67.19355701,-11.29838106,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus labiatus,Saguinus_labiatus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus labiatus,Least Concern,136,a,Saguinus_labiatus_a,1714,300,area,1,0,9174.874193,4,2861
Porter 2006,-68.81927542,-11.50082497,Bolivia,Neotropics,Callitrichidae,Saguinus,Saguinus labiatus,Saguinus_labiatus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus labiatus,Least Concern,136,a,Saguinus_labiatus_a,1712,31,area,0,85.45047713,9187.46977,2,2862
Benchimol & Venticinque 2014,-59.38027778,-1.855833333,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4050,1,area,0,30.0056344,2.881081906,4,2863
Benchimol & Venticinque 2014,-59.6325,-1.829444444,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4058,124,area,1,0,4.05152143,12,2864
Benchimol & Venticinque 2014,-59.36305556,-1.767222222,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4049,204,area,1,0,5.492062383,3,2865
Benchimol & Venticinque 2014,-59.59527778,-1.836111111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4056,87,area,1,0,9.183448575,10,2866
Benchimol & Venticinque 2014,-59.42944444,-1.827777778,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4052,77,area,1,0,13.32500381,6,2867
Benchimol & Venticinque 2014,-59.6875,-1.783333333,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4063,112,area,1,0,15.21571382,17,2868
Benchimol & Venticinque 2014,-59.44777778,-1.789722222,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4054,100,area,1,0,22.32838477,8,2869
Benchimol & Venticinque 2014,-59.35388889,-1.841388889,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4048,2,area,0,42.43437511,34.75305049,2,2870
Benchimol & Venticinque 2014,-59.655,-1.877222222,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4060,117,area,1,0,58.34190859,14,2871
Benchimol & Venticinque 2014,-59.41555556,-1.798611111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4051,120,area,1,0,91.92451956,5,2872
Benchimol & Venticinque 2014,-59.66277778,-1.678333333,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4061,67,area,1,0,103.3588134,15,2873
Benchimol & Venticinque 2014,-59.68722222,-1.831388889,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4062,91,area,1,0,116.1436143,16,2874
Benchimol & Venticinque 2014,-59.63777778,-1.791111111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4059,83,area,1,0,137.6616948,13,2875
Benchimol & Venticinque 2014,-59.78472222,-1.702777778,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4066,141,area,1,0,226.1649296,20,2876
Benchimol & Venticinque 2014,-59.70333333,-1.741666667,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4064,88,area,1,0,844.5171337,18,2877
Benchimol & Venticinque 2014,-59.71666667,-1.671111111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4047,116,area,1,0,948.3261161,1,2878
Benchimol & Venticinque 2014,-59.51472222,-1.772777778,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4055,92,area,1,0,1417.222196,9,2879
Benchimol & Venticinque 2014,-59.77861111,-1.597222222,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4065,184,area,1,0,1431.177437,19,2880
Benchimol & Venticinque 2014,-59.62722222,-1.592777778,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4057,217,area,1,0,2460.353914,11,2881
Benchimol & Venticinque 2014,-59.44222222,-1.739444444,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,a,Saguinus_midas_a,4053,171,area,1,0,3691.206124,7,2882
de Souza 2009,-59.38103611,-1.855925,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4084,1,area,0,30.00586477,2.881126145,18,2883
de Souza 2009,-59.63263889,-1.829666667,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4076,125,area,1,0,4.051583642,10,2884
de Souza 2009,-59.59533333,-1.836194444,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4074,87,area,1,0,9.183589588,8,2885
de Souza 2009,-59.4295,-1.827722222,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4070,77,area,1,0,13.32520842,4,2886
de Souza 2009,-59.68769444,-1.783361111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4081,113,area,1,0,15.21594745,15,2887
de Souza 2009,-59.44772222,-1.789694444,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4072,101,area,1,0,22.32872762,6,2888
de Souza 2009,-59.65505556,-1.877333333,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4078,117,area,1,0,58.34280444,12,2889
de Souza 2009,-59.41552778,-1.798555556,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4069,120,area,1,0,91.92593107,3,2890
de Souza 2009,-59.66280556,-1.678219444,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4079,67,area,1,0,103.3604005,13,2891
de Souza 2009,-59.68719444,-1.831416667,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4080,91,area,1,0,116.1453977,14,2892
de Souza 2009,-59.63788889,-1.791,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4077,83,area,1,0,137.6638086,11,2893
de Souza 2009,-59.78480556,-1.702861111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4068,143,area,1,0,226.1684024,2,2894
de Souza 2009,-59.70322222,-1.741694444,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4082,88,area,1,0,844.5301013,16,2895
de Souza 2009,-59.71677778,-1.671083333,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4067,116,area,1,0,948.3406777,1,2896
de Souza 2009,-59.51461111,-1.772777778,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4073,92,area,1,0,1417.243958,7,2897
de Souza 2009,-59.77863889,-1.597361111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4083,186,area,1,0,1431.199413,17,2898
de Souza 2009,-59.62730556,-1.592694444,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4075,219,area,1,0,2460.391693,9,2899
de Souza 2009,-59.44230556,-1.739361111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4071,171,area,1,0,3691.262803,5,2900
Larrotta Salazar et al. 2016,-75.372393,9.436313,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,1,2010,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4928,8,area,0,230.6359671,0.641983871,9,2901
Larrotta Salazar et al. 2016,-75.451819,9.427083,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,0,2010,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4934,193,area,1,0,19.9015,15,2902
Larrotta Salazar et al. 2016,-75.439373,9.279212,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4933,323,area,1,0,244.3207189,14,2903
Larrotta Salazar et al. 2016,-75.457717,9.578181,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,0,2010,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4935,107,area,1,0,889.9730693,16,2904
Larrotta Salazar et al. 2016,-75.218109,9.509334,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4921,948,area,1,0,976.8243158,2,2905
Larrotta Salazar et al. 2016,-75.341925,9.452758,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,1,2010,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4923,3,area,0,60.56797226,1584.049346,4,2906
Larrotta Salazar et al. 2016,-75.109925,9.929378,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4920,778,area,1,0,3214.229819,1,2907
Larrotta Salazar et al. 2016,-75.356951,9.511923,Colombia,Neotropics,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,1,2010,Deserts and Xeric Shrublands,Saguinus oedipus,Critically Endangered,139,a,Saguinus_oedipus_a,4926,399,area,1,0,3622.714985,7,2908
Endo et al. 2010,-71.40619156,-11.88325403,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3099,53,area,1,0,5189.074333,11,2909
Endo et al. 2010,-71.347116,-11.97735081,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3097,8,area,0,42.68684093,5206.567131,9,2910
Endo et al. 2010,-71.28138864,-11.94233367,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3096,80,area,1,0,6321.186311,8,2911
Endo et al. 2010,-71.65566769,-11.73174895,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3101,122,area,1,0,8297.416868,13,2912
Endo et al. 2010,-71.62993711,-11.86402045,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3100,28,area,1,0,9789.862248,12,2913
Endo et al. 2010,-71.50887215,-11.964086,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3098,31,area,1,0,9858.922354,10,2914
Endo et al. 2010,-71.91914262,-11.79787247,Peru,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,a,Saimiri_boliviensis_a,3089,99,area,1,0,9926.615836,1,2915
Porter 2006,-69.4284817,-10.93895601,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1720,67,area,0,30.21130592,0.091272301,5,2916
Porter 2006,-68.75753891,-11.34690201,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1718,99,area,0,95.53653778,7139.86698,3,2917
Porter 2006,-68.58549837,-12.38839361,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1716,50,area,0,42.72523856,7291.196455,1,2918
Porter 2006,-67.19355701,-11.29838106,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1719,300,area,1,0,9174.874193,4,2919
Porter 2006,-68.81927542,-11.50082497,Bolivia,Neotropics,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri boliviensis,Least Concern,140,b,Saimiri_boliviensis_b,1717,31,area,0,85.45047713,9187.46977,2,2920
Shanee et al 2013,-77.98055556,-5.909722222,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4585,11,area,0,90.54573882,3.006127967,21,2921
Shanee et al 2013,-76.79111111,-8.651666667,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4570,422,area,0,30.18191294,212.3419482,6,2922
Shanee et al 2013,-78.32972222,-6.216666667,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4588,830,area,1,0,2086.343904,24,2923
Shanee et al 2013,-78.4125,-5.918888889,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4589,1651,area,1,0,3572.282067,25,2924
Shanee et al 2013,-76.75611111,-7.229444444,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4569,636,area,0,30.18191294,3984.212693,5,2925
Shanee et al 2013,-76.39333333,-9.258055556,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4567,860,area,1,0,5735.692161,3,2926
Shanee et al 2013,-77.59388889,-5.961944444,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4580,1743,area,1,0,5834.621099,16,2927
Shanee et al 2013,-76.95444444,-5.962222222,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,1,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4573,1140,area,1,0,6665.132271,9,2928
Shanee et al 2013,-77.91,-5.665555556,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4584,866,area,1,0,6717.147394,20,2929
Shanee et al 2013,-76.71861111,-8.411111111,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4568,1784,area,1,0,6978.589433,4,2930
Shanee et al 2013,-78.25083333,-5.641666667,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4587,2880,area,1,0,7956.30978,23,2931
Shanee et al 2013,-77.5575,-6.267777778,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4579,993,area,1,0,8010.237894,15,2932
Shanee et al 2013,-77.3875,-5.894444444,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4577,808,area,1,0,8055.056529,13,2933
Shanee et al 2013,-77.78666667,-5.795277778,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4582,3409,area,1,0,8499.963468,18,2934
Shanee et al 2013,-76.28972222,-6.4625,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4566,666,area,1,0,8589.145264,2,2935
Shanee et al 2013,-77.13555556,-8.117222222,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4565,1189,area,1,0,8685.15917,1,2936
Shanee et al 2013,-76.90666667,-6.292777778,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,1,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4572,1063,area,1,0,8709.572573,8,2937
Shanee et al 2013,-77.46083333,-7.320555556,Peru,Neotropics,Cebidae,Saimiri,Saimiri macrodon,Saimiri_macrodon,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri cassiquiarensis,Least Concern,141,a,Saimiri_macrodon_a,4578,1629,area,1,0,8854.777663,14,2938
