Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
Butynski & De Jong 2012,35.85988,-1.97199,Kenya,Africa,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus hilgerti,Chlorocebus_pygerythrus,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,b,Chlorocebus_pygerythrus_b,5569,1,area,0,84.87979984,297.4591141,5,1732
Butynski & De Jong 2012,35.86922,-1.65214,Kenya,Africa,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus hilgerti,Chlorocebus_pygerythrus,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,b,Chlorocebus_pygerythrus_b,5571,1,area,0,60.01908205,1067.448647,7,1733
Mouria et al. 2003,40.16485725,-2.298263945,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,635,1,area,0,90.0424744,0.360339875,6,1734
Mouria et al. 2003,40.20214057,-2.292051433,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,632,1,area,0,90.0424744,0.540509813,3,1735
Mouria et al. 2003,40.16956312,-2.205091824,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,645,1,area,0,134.2273957,0.540509813,16,1736
Mouria et al. 2003,40.1731445,-2.203344001,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,646,1,area,0,30.01415813,0.81076472,17,1737
Mouria et al. 2003,40.17212134,-2.194297557,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,647,1,area,0,271.7897615,1.53144447,18,1738
Mouria et al. 2003,40.19946303,-2.245657166,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,639,1,area,0,300.1415813,2.162039252,10,1739
Mouria et al. 2003,40.18062304,-2.236279853,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,641,1,area,0,30.01415813,2.882719003,12,1740
Mouria et al. 2003,40.170131,-2.228855,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,643,106,area,1,0,3.062888941,14,1741
Mouria et al. 2003,40.1588323,-2.238980629,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,630,1,area,0,189.8262035,3.062888941,1,1742
Mouria et al. 2003,40.21146868,-2.346078455,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,633,1,area,0,180.0849488,3.603398754,4,1743
Mouria et al. 2003,40.177115,-2.23032,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,642,192,area,1,0,4.68441838,13,1744
Mouria et al. 2003,40.19118573,-2.240288677,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,638,322,area,1,0,5.855522975,9,1745
Mouria et al. 2003,40.17317773,-2.232162912,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,640,134,area,1,0,6.756372663,11,1746
Mouria et al. 2003,40.16695687,-2.285838683,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,636,185,area,1,0,11.17053614,7,1747
Mouria et al. 2003,40.18304169,-2.199166867,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,637,304,area,1,0,29.99829462,8,1748
Mouria et al. 2003,40.1679859,-2.209390619,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,648,1,area,0,30.01415813,32.70084369,19,1749
Mouria et al. 2003,40.21019127,-2.282262521,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,631,438,area,1,0,39.09687648,2,1750
Mouria et al. 2003,40.17188348,-2.220212848,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,644,149,area,1,0,40.1778961,15,1751
Mouria et al. 2003,40.18820893,-2.318395969,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,Chlorocebus_pygerythrus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus pygerythrus,Least Concern,55,j,Chlorocebus_pygerythrus_j,634,346,area,1,0,377.4560194,5,1752
Onderdonk & Chapman 2000,30.3034,0.517333333,Uganda,Africa,Cercopithecidae,Colobus,Colobus guereza,Colobus_guereza,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Colobus guereza,Least Concern,56,c,Colobus_guereza_c,47,914,area,1,0,50.58270675,11,1753
Onderdonk & Chapman 2000,30.28538889,0.50315,Uganda,Africa,Cercopithecidae,Colobus,Colobus guereza,Colobus_guereza,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Colobus guereza,Least Concern,56,c,Colobus_guereza_c,41,257,area,0,42.42754206,56.34301499,5,1754
Onderdonk & Chapman 2000,30.32058333,0.557166667,Uganda,Africa,Cercopithecidae,Colobus,Colobus guereza,Colobus_guereza,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Colobus guereza,Least Concern,56,c,Colobus_guereza_c,52,777,area,1,0,243.7330425,16,1755
Onderdonk & Chapman 2000,30.30695278,0.519116667,Uganda,Africa,Cercopithecidae,Colobus,Colobus guereza,Colobus_guereza,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Colobus guereza,Least Concern,56,c,Colobus_guereza_c,48,878,area,1,0,321.4972038,12,1756
Onderdonk & Chapman 2000,30.272575,0.463363889,Uganda,Africa,Cercopithecidae,Colobus,Colobus guereza,Colobus_guereza,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Colobus guereza,Least Concern,56,c,Colobus_guereza_c,44,705,area,1,0,357.5891351,8,1757
Onderdonk & Chapman 2000,30.29818333,0.513855556,Uganda,Africa,Cercopithecidae,Colobus,Colobus guereza,Colobus_guereza,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Colobus guereza,Least Concern,56,c,Colobus_guereza_c,46,712,area,1,0,1501.55035,10,1758
Onderdonk & Chapman 2000,30.32359,0.597612,Uganda,Africa,Cercopithecidae,Colobus,Colobus guereza,Colobus_guereza,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Colobus guereza,Least Concern,56,c,Colobus_guereza_c,37,970,area,1,0,4643.708491,1,1759
Danquah et al. 2012,-2.67007,7.05545,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3861,858,area,1,0,2.086935225,8,1760
Danquah et al. 2012,-2.93967,7.11114,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3862,554,area,1,0,3011.538266,9,1761
Danquah et al. 2012,-3.05808,6.61859,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3855,732,area,1,0,3601.052099,2,1762
Danquah et al. 2012,-2.86911,6.83626,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3858,872,area,1,0,3897.578374,5,1763
Danquah et al. 2012,-2.57779,7.16085,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3863,313,area,1,0,6581.740019,10,1764
Danquah et al. 2012,-2.7334,6.82727,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3857,364,area,0,30.12246905,6735.81028,4,1765
Danquah et al. 2012,-3.02381,6.89555,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3859,609,area,1,0,8056.29586,6,1766
Danquah et al. 2012,-2.86152,6.55958,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3854,308,area,1,0,8472.231124,1,1767
Danquah et al. 2012,-2.72074,6.69073,Ghana,Africa,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Colobus polykomos,Endangered,57,a,Colobus_polykomos_a,3856,558,area,1,0,8783.547418,3,1768
Lehman et al. 2006b,47.66185,-20.06117778,Madagascar,Madagascar,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Daubentonia madagascariensis,Endangered,58,b,Daubentonia_madagascariensis_b,1136,325,area,1,0,5632.608782,3,1769
Lehman et al. 2006b,47.46253611,-20.64066944,Madagascar,Madagascar,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Daubentonia madagascariensis,Endangered,58,b,Daubentonia_madagascariensis_b,1134,788,area,1,0,6534.986203,1,1770
Lehman et al. 2006b,47.74981667,-19.90872778,Madagascar,Madagascar,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Daubentonia madagascariensis,Endangered,58,b,Daubentonia_madagascariensis_b,1140,536,area,1,0,8553.037452,7,1771
Lehman et al. 2006b,47.72308611,-20.27262778,Madagascar,Madagascar,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Daubentonia madagascariensis,Endangered,58,b,Daubentonia_madagascariensis_b,1139,514,area,1,0,8849.37594,6,1772
Lehman et al. 2006b,47.63302778,-20.43349444,Madagascar,Madagascar,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Daubentonia madagascariensis,Endangered,58,b,Daubentonia_madagascariensis_b,1135,737,area,1,0,8966.268309,2,1773
Randrianambinina et al. 2010,48.179,-15.47936111,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,1,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3868,1,area,0,30.34235261,0.276197509,5,1774
Randrianambinina et al. 2010,47.37836111,-15.10405556,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,0,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3865,1,area,0,370.3756146,1.104790034,2,1775
Randrianambinina et al. 2010,47.27733333,-15.02766667,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,1,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3864,1,area,0,191.9018876,1.19685587,1,1776
Randrianambinina et al. 2010,47.74386111,-14.87783333,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,1,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3871,1,area,0,171.6422663,1.19685587,8,1777
Randrianambinina et al. 2010,48.56977778,-15.06813889,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3873,1,area,0,135.695126,2.209580068,10,1778
Randrianambinina et al. 2010,47.79786111,-14.78069444,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,0,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3872,1,area,0,85.82113314,3.406435938,9,1779
Randrianambinina et al. 2010,47.72161111,-14.88913889,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,1,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3870,1,area,0,109.4009081,33.78816187,7,1780
Randrianambinina et al. 2010,48.55938889,-15.04011111,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,0,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3874,3,area,0,125.1047247,47.78216897,11,1781
Randrianambinina et al. 2010,48.34588889,-15.33147222,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,0,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3869,579,area,1,0,67.48425791,6,1782
Randrianambinina et al. 2010,48.87808333,-14.51063889,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3866,321,area,1,0,2879.174894,3,1783
Randrianambinina et al. 2010,48.23216667,-15.01383333,Madagascar,Africa,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,1,2008,Tropical and Subtropical Dry Broadleaf Forest,Daubentonia madagascariensis,Endangered,58,c,Daubentonia_madagascariensis_c,3867,627,area,0,42.91056657,5226.761651,4,1784
Johnson et al. 2008,47.86245,-22.57235,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur albocollaris,Eulemur_cinereiceps,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur cinereiceps,Critically Endangered,59,a,Eulemur_cinereiceps_a,2495,1,area,0,128.0298047,25.91926636,4,1785
Johnson et al. 2008,47.7421,-22.63638333,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur albocollaris,Eulemur_cinereiceps,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur cinereiceps,Critically Endangered,59,a,Eulemur_cinereiceps_a,2494,385,area,1,0,219.0331679,3,1786
Johnson et al. 2008,47.71825,-23.18625,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur albocollaris,Eulemur_cinereiceps,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur cinereiceps,Critically Endangered,59,a,Eulemur_cinereiceps_a,2492,218,area,1,0,1459.879627,1,1787
Johnson et al. 2008,47.73063333,-23.02828333,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur albocollaris,Eulemur_cinereiceps,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur cinereiceps,Critically Endangered,59,a,Eulemur_cinereiceps_a,2493,9,area,0,32.00745118,3060.112594,2,1788
Johnson et al. 2008,47.18516667,-22.78441667,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur albocollaris,Eulemur_cinereiceps,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur cinereiceps,Critically Endangered,59,a,Eulemur_cinereiceps_a,654,188,area,1,0,7334.920496,1,1789
Hending et al. 2018,49.65639444,-13.29544167,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6235,2,area,0,110.3862684,0.187463512,6,1790
Hending et al. 2018,49.91531111,-13.07770833,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6248,220,area,0,96.81516195,0.187463512,19,1791
Hending et al. 2018,49.56821111,-13.29270556,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6230,1,area,0,61.23128476,0.562390535,1,1792
Hending et al. 2018,50.01778333,-13.38733056,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6250,265,area,1,0,5.155246571,21,1793
Hending et al. 2018,49.85609444,-13.24547222,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6242,629,area,1,0,6.561222908,13,1794
Hending et al. 2018,49.62138333,-13.30645278,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6233,261,area,1,0,9.748102607,4,1795
Hending et al. 2018,49.97858333,-13.41409167,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6249,1,area,0,61.23128476,11.34154246,20,1796
Hending et al. 2018,49.84481389,-13.087675,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6241,660,area,1,0,19.02754643,12,1797
Hending et al. 2018,49.86538333,-13.08716111,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6243,817,area,1,0,26.33862339,14,1798
Hending et al. 2018,49.81462222,-13.25697778,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6238,689,area,1,0,33.08730981,9,1799
Hending et al. 2018,49.83931111,-13.28858889,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6240,341,area,1,0,648.3425551,11,1800
Hending et al. 2018,49.75534444,-13.22766389,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6237,373,area,1,0,1700.856441,8,1801
Hending et al. 2018,49.90853889,-13.09544167,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6246,499,area,1,0,1884.758146,17,1802
Hending et al. 2018,49.62339444,-13.23781111,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6234,180,area,1,0,3176.569205,5,1803
Hending et al. 2018,49.70594444,-13.14909722,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6236,72,area,0,43.29705667,3239.27575,7,1804
Hending et al. 2018,50.12458333,-14.13738333,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur coronatus,Endangered,60,a,Eulemur_coronatus_a,6252,987,area,1,0,3967.852688,23,1805
Lehman et al. 2006b,47.46253611,-20.64066944,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur fulvus,Vulnerable,61,a,Eulemur_fulvus_a,1141,788,area,1,0,6534.986203,1,1806
Lehman et al. 2006b,47.71146111,-20.09241389,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur fulvus,Vulnerable,61,a,Eulemur_fulvus_a,1145,172,area,1,0,8434.759398,5,1807
Lehman et al. 2006b,47.74981667,-19.90872778,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur fulvus,Vulnerable,61,a,Eulemur_fulvus_a,1147,536,area,1,0,8553.037452,7,1808
Lehman et al. 2006b,47.72308611,-20.27262778,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur fulvus,Vulnerable,61,a,Eulemur_fulvus_a,1146,514,area,1,0,8849.37594,6,1809
Lehman et al. 2006b,47.63302778,-20.43349444,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Eulemur fulvus,Vulnerable,61,a,Eulemur_fulvus_a,1142,737,area,1,0,8966.268309,2,1810
"Steffens & Lehman, 2018",46.69739536,-16.31017935,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2011,Tropical and Subtropical Dry Broadleaf Forest,Eulemur fulvus,Vulnerable,61,b,Eulemur_fulvus_b,5255,1,area,0,463.822983,0.093944,27,1811
"Steffens & Lehman, 2018",46.68976298,-16.31304186,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2011,Tropical and Subtropical Dry Broadleaf Forest,Eulemur fulvus,Vulnerable,61,b,Eulemur_fulvus_b,5251,1,area,0,442.0447032,0.093944,23,1812
"Steffens & Lehman, 2018",46.70070278,-16.31847509,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2011,Tropical and Subtropical Dry Broadleaf Forest,Eulemur fulvus,Vulnerable,61,b,Eulemur_fulvus_b,5248,1,area,0,416.8889536,0.187888,20,1813
"Steffens & Lehman, 2018",46.71302264,-16.3310034,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2011,Tropical and Subtropical Dry Broadleaf Forest,Eulemur fulvus,Vulnerable,61,b,Eulemur_fulvus_b,5238,1,area,0,193.8494259,0.375775999,10,1814
"Steffens & Lehman, 2018",46.71750539,-16.28527215,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2011,Tropical and Subtropical Dry Broadleaf Forest,Eulemur fulvus,Vulnerable,61,b,Eulemur_fulvus_b,5234,2,area,0,290.7741389,0.469719999,6,1815
"Steffens & Lehman, 2018",46.71278127,-16.3272483,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,0,2011,Tropical and Subtropical Dry Broadleaf Forest,Eulemur fulvus,Vulnerable,61,b,Eulemur_fulvus_b,5242,1,area,0,467.8563023,0.563663999,14,1816
"Steffens & Lehman, 2018",46.69566773,-16.32938557,Madagascar,Madagascar,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,1,2011,Tropical and Subtropical Dry Broadleaf Forest,Eulemur fulvus,Vulnerable,61,b,Eulemur_fulvus_b,5240,1,area,0,476.8065431,0.751551998,12,1817
