Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new
Karere et al. 2004,40.18052222,-2.093691667,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1044,75,75
Karere et al. 2004,40.18180833,-2.197941667,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1045,75,75
Karere et al. 2004,40.18913611,-2.155294444,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1046,75,75
Karere et al. 2004,40.1894,-2.318491667,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1047,75,75
Karere et al. 2004,40.19071111,-2.240055556,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1048,75,75
Karere et al. 2004,40.196825,-2.205822222,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1049,75,75
Karere et al. 2004,40.21157222,-2.259636111,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1050,75,75
Karere et al. 2004,40.21401944,-2.284775,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1051,75,75
Karere et al. 2004,40.22609444,-2.289711111,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1052,75,75
Karere et al. 2004,40.227775,-2.295294444,Kenya,Africa,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercocebus galeritus,Critically Endangered,43,a,Cercocebus_galeritus_a,1053,75,75
Karere et al. 2004,40.11696667,-1.85195,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1054,75,75
Karere et al. 2004,40.1175,-1.854741667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1055,75,75
Karere et al. 2004,40.11825556,-1.839294444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1056,75,75
Karere et al. 2004,40.13341667,-1.969180556,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1057,75,75
Karere et al. 2004,40.134425,-1.932194444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1058,75,75
Karere et al. 2004,40.13494167,-1.957194444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1059,75,75
Karere et al. 2004,40.15021667,-1.893891667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1060,75,75
Karere et al. 2004,40.15268056,-2.022344444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1061,75,75
Karere et al. 2004,40.16669722,-2.200561111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1062,75,75
Karere et al. 2004,40.16710833,-2.209816667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1063,75,75
Karere et al. 2004,40.16711944,-2.284622222,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1064,75,75
Karere et al. 2004,40.16768333,-1.925305556,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1065,75,75
Karere et al. 2004,40.16824167,-2.195261111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1066,75,75
Karere et al. 2004,40.16840833,-2.093391667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1067,75,75
Karere et al. 2004,40.200125,-2.214263889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1068,75,75
Karere et al. 2004,40.21727778,-2.275069444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1069,75,75
Karere et al. 2004,40.10761111,-1.823936111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1070,75,75
Karere et al. 2004,40.11052222,-1.835094444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1071,75,75
Karere et al. 2004,40.11071667,-1.844038889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1072,75,75
Karere et al. 2004,40.112,-1.826158333,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1073,75,75
Karere et al. 2004,40.11240278,-1.80855,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1074,75,75
Karere et al. 2004,40.11255556,-1.817552778,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1075,75,75
Karere et al. 2004,40.11478333,-1.761488889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1076,75,75
Karere et al. 2004,40.11573056,-1.785438889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1077,75,75
Karere et al. 2004,40.11969167,-1.815458333,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1078,75,75
Karere et al. 2004,40.11986667,-1.827222222,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1079,75,75
Karere et al. 2004,40.121225,-1.804869444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1080,75,75
Karere et al. 2004,40.12819167,-1.856536111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1081,75,75
Karere et al. 2004,40.13310833,-2.041966667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1082,75,75
Karere et al. 2004,40.13657222,-1.890702778,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1083,75,75
Karere et al. 2004,40.13776944,-2.161186111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1084,75,75
Karere et al. 2004,40.139,-1.868308333,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1085,75,75
Karere et al. 2004,40.14185833,-2.177630556,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1086,75,75
Karere et al. 2004,40.14221667,-1.883138889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1087,75,75
Karere et al. 2004,40.14246389,-2.123622222,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1088,75,75
Karere et al. 2004,40.14404722,-2.192544444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1089,75,75
Karere et al. 2004,40.1556,-2.028761111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1090,75,75
Karere et al. 2004,40.15858889,-1.985538889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1091,75,75
Karere et al. 2004,40.15956111,-2.065688889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1092,75,75
Karere et al. 2004,40.16193333,-2.023208333,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1093,75,75
Karere et al. 2004,40.16382222,-2.183366667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1094,75,75
Karere et al. 2004,40.16503611,-2.171658333,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1095,75,75
Karere et al. 2004,40.16608611,-2.165191667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1096,75,75
Karere et al. 2004,40.16949167,-2.120125,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1097,75,75
Karere et al. 2004,40.16974167,-2.111830556,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1098,75,75
Karere et al. 2004,40.17032778,-2.229788889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1099,75,75
Karere et al. 2004,40.1717,-2.051125,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1100,75,75
Karere et al. 2004,40.17187222,-2.299697222,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1101,75,75
Karere et al. 2004,40.17232222,-2.11875,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1102,75,75
Karere et al. 2004,40.17236111,-2.027463889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1103,75,75
Karere et al. 2004,40.17264444,-2.223127778,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1104,75,75
Karere et al. 2004,40.17271944,-2.203344444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1105,75,75
Karere et al. 2004,40.17284167,-2.198052778,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1106,75,75
Karere et al. 2004,40.17324444,-2.063794444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1107,75,75
Karere et al. 2004,40.17379722,-2.166736111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1108,75,75
Karere et al. 2004,40.17386389,-2.231961111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1109,75,75
Karere et al. 2004,40.17413333,-2.143227778,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1110,75,75
Karere et al. 2004,40.17646944,-2.149363889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1111,75,75
Karere et al. 2004,40.176975,-2.245013889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1112,75,75
Karere et al. 2004,40.17755833,-2.181191667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1113,75,75
Karere et al. 2004,40.17772222,-2.225783333,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1114,75,75
Karere et al. 2004,40.17820556,-2.234175,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1115,75,75
Karere et al. 2004,40.17892778,-2.140461111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1116,75,75
Karere et al. 2004,40.18052222,-2.093691667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1117,75,75
Karere et al. 2004,40.18180833,-2.197941667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1118,75,75
Karere et al. 2004,40.18913611,-2.155294444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1119,75,75
Karere et al. 2004,40.1894,-2.318491667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1120,75,75
Karere et al. 2004,40.19071111,-2.240055556,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1121,75,75
Karere et al. 2004,40.196825,-2.205822222,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1122,75,75
Karere et al. 2004,40.21157222,-2.259636111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1123,75,75
Karere et al. 2004,40.21401944,-2.284775,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1124,75,75
Karere et al. 2004,40.22609444,-2.289711111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1125,75,75
Karere et al. 2004,40.227775,-2.295294444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1126,75,75
Karere et al. 2004,40.11696667,-1.85195,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,0,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1187,75,75
Karere et al. 2004,40.1175,-1.854741667,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1188,75,75
Karere et al. 2004,40.11825556,-1.839294444,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1189,75,75
Karere et al. 2004,40.13341667,-1.969180556,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1190,75,75
Karere et al. 2004,40.134425,-1.932194444,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1191,75,75
Karere et al. 2004,40.13494167,-1.957194444,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1192,75,75
Karere et al. 2004,40.15021667,-1.893891667,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1193,75,75
Karere et al. 2004,40.15268056,-2.022344444,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1194,75,75
Karere et al. 2004,40.16669722,-2.200561111,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1195,75,75
Karere et al. 2004,40.16710833,-2.209816667,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1196,75,75
Karere et al. 2004,40.16711944,-2.284622222,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1197,75,75
Karere et al. 2004,40.16768333,-1.925305556,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1198,75,75
Karere et al. 2004,40.16824167,-2.195261111,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1199,75,75
Karere et al. 2004,40.16840833,-2.093391667,Kenya,Africa,Cercopithecidae,Papio,Papio cynocephalus,Papio_cynocephalus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Papio cynocephalus,Least Concern,109,a,Papio_cynocephalus_a,1200,75,75
