Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new
Ennes Silva and Bicca-Marques 2013,-51.425025,-30.31303889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1808,75,75
Ennes Silva and Bicca-Marques 2013,-51.41968333,-30.31256111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1809,75,75
Ennes Silva and Bicca-Marques 2013,-51.40848889,-30.29692778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1810,75,75
Ennes Silva and Bicca-Marques 2013,-51.47146111,-30.28171667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1811,75,75
Ennes Silva and Bicca-Marques 2013,-51.46718611,-30.27448889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1812,75,75
Ennes Silva and Bicca-Marques 2013,-51.45866111,-30.27427222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1813,75,75
Ennes Silva and Bicca-Marques 2013,-51.31873333,-30.26880278,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,f,Alouatta_guariba_f,1814,75,75
"Feeley & Terborg, 2006",-62.84694549,7.353642504,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,905,75,75
"Feeley & Terborg, 2006",-62.82850265,7.24583694,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,906,75,75
"Feeley & Terborg, 2006",-62.83683107,7.235835311,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,907,75,75
"Feeley & Terborg, 2006",-62.82882932,7.244335456,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,908,75,75
"Feeley & Terborg, 2006",-62.82983763,7.236836839,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,909,75,75
"Feeley & Terborg, 2006",-62.8274967,7.247003472,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,910,75,75
"Feeley & Terborg, 2006",-62.82066586,7.294337582,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,911,75,75
"Feeley & Terborg, 2006",-62.84600748,7.235006288,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,912,75,75
"Feeley & Terborg, 2006",-62.83149884,7.202834142,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,913,75,75
"Feeley & Terborg, 2006",-62.83667099,7.277835034,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,914,75,75
"Feeley & Terborg, 2006",-62.86227605,7.354407322,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,915,75,75
"Feeley & Terborg, 2006",-62.84966858,7.339170148,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,916,75,75
"Feeley & Terborg, 2006",-62.83817082,7.23833244,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,917,75,75
"Feeley & Terborg, 2006",-62.83392582,7.204164769,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,918,75,75
"Feeley & Terborg, 2006",-62.835998,7.235002795,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,919,75,75
"Feeley & Terborg, 2006",-62.84688684,7.313162519,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,920,75,75
"Feeley & Terborg, 2006",-62.86182977,7.332498248,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,921,75,75
"Feeley & Terborg, 2006",-62.8348316,7.204165097,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,922,75,75
"Feeley & Terborg, 2006",-62.83199728,7.226670121,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,923,75,75
"Feeley & Terborg, 2006",-62.85978431,7.354497008,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,924,75,75
"Feeley & Terborg, 2006",-62.85933127,7.354496866,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,925,75,75
"Feeley & Terborg, 2006",-62.83199692,7.227665163,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,926,75,75
"Feeley & Terborg, 2006",-62.8533307,7.333997159,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,927,75,75
"Feeley & Terborg, 2006",-62.84253145,7.254245592,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,928,75,75
"Feeley & Terborg, 2006",-62.85549596,7.334504426,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,929,75,75
"Feeley & Terborg, 2006",-62.81905723,7.23913937,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,930,75,75
"Feeley & Terborg, 2006",-62.84785342,7.348215336,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,931,75,75
"Feeley & Terborg, 2006",-62.84189636,7.334499848,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,932,75,75
"Feeley & Terborg, 2006",-62.85547598,7.396196726,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,933,75,75
Ferrari et al. 2003,-54.79472222,-2.951388889,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,618,75,75
Ferrari et al. 2003,-54.79555556,-2.941944444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,619,75,75
Ferrari et al. 2003,-54.85305556,-3.949444444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,620,75,75
Ferrari et al. 2003,-54.86805556,-3.95,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,621,75,75
Ferrari et al. 2003,-54.8775,-3.9425,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,622,75,75
Ferrari et al. 2003,-54.87777778,-3.351666667,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,623,75,75
Ferrari et al. 2003,-54.88722222,-2.835,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,624,75,75
Ferrari et al. 2003,-54.90555556,-4.065555556,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,625,75,75
Ferrari et al. 2003,-54.92333333,-3.331666667,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,626,75,75
Ferrari et al. 2003,-54.92361111,-3.238333333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,627,75,75
Ferrari et al. 2003,-54.94916667,-3.355277778,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,628,75,75
Ferrari et al. 2003,-54.955,-3.046111111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,629,75,75
Ferrari et al. 2003,-54.79472222,-2.951388889,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,715,75,75
Ferrari et al. 2003,-54.79555556,-2.941944444,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,716,75,75
Ferrari et al. 2003,-54.85305556,-3.949444444,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,717,75,75
Ferrari et al. 2003,-54.86805556,-3.95,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,718,75,75
Ferrari et al. 2003,-54.8775,-3.9425,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,719,75,75
Ferrari et al. 2003,-54.87777778,-3.351666667,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,720,75,75
Ferrari et al. 2003,-54.88722222,-2.835,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,721,75,75
Ferrari et al. 2003,-54.90555556,-4.065555556,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,722,75,75
Ferrari et al. 2003,-54.92333333,-3.331666667,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,723,75,75
Ferrari et al. 2003,-54.92361111,-3.238333333,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,724,75,75
Ferrari et al. 2003,-54.94916667,-3.355277778,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,725,75,75
Ferrari et al. 2003,-54.955,-3.046111111,Brazil,Neotropics,Callitrichidae,Mico,Mico argentatus,Mico_argentatus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Mico argentatus,Least Concern,93,a,Mico_argentatus_a,726,75,75
Ferrari et al. 2003,-54.79472222,-2.951388889,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,774,75,75
Ferrari et al. 2003,-54.79555556,-2.941944444,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,775,75,75
Ferrari et al. 2003,-54.85305556,-3.949444444,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,776,75,75
Ferrari et al. 2003,-54.86805556,-3.95,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,777,75,75
Ferrari et al. 2003,-54.8775,-3.9425,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,778,75,75
Ferrari et al. 2003,-54.87777778,-3.351666667,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,779,75,75
Ferrari et al. 2003,-54.88722222,-2.835,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,780,75,75
Ferrari et al. 2003,-54.90555556,-4.065555556,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,781,75,75
Ferrari et al. 2003,-54.92333333,-3.331666667,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,782,75,75
Ferrari et al. 2003,-54.92361111,-3.238333333,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,783,75,75
Ferrari et al. 2003,-54.94916667,-3.355277778,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,784,75,75
Ferrari et al. 2003,-54.955,-3.046111111,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,785,75,75
Ferrari et al. 2003,-54.79472222,-2.951388889,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,795,75,75
Ferrari et al. 2003,-54.79555556,-2.941944444,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,796,75,75
Ferrari et al. 2003,-54.85305556,-3.949444444,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,797,75,75
Ferrari et al. 2003,-54.86805556,-3.95,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,798,75,75
Ferrari et al. 2003,-54.8775,-3.9425,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,799,75,75
Ferrari et al. 2003,-54.87777778,-3.351666667,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,800,75,75
Ferrari et al. 2003,-54.88722222,-2.835,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,801,75,75
Ferrari et al. 2003,-54.90555556,-4.065555556,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,802,75,75
Ferrari et al. 2003,-54.92333333,-3.331666667,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,803,75,75
Ferrari et al. 2003,-54.92361111,-3.238333333,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,804,75,75
Ferrari et al. 2003,-54.94916667,-3.355277778,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,805,75,75
Ferrari et al. 2003,-54.955,-3.046111111,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,e,Saimiri_sciureus_e,806,75,75
Fialho et al. 2014,-34.97961111,-6.437222222,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3212,75,75
Fialho et al. 2014,-34.97116667,-6.557944444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3213,75,75
Fialho et al. 2014,-35.13152778,-6.570138889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical and Subtropical Dry Broadleaf Forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3214,75,75
Fialho et al. 2014,-35.13305556,-6.610527778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical and Subtropical Dry Broadleaf Forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3215,75,75
Fialho et al. 2014,-35.06152778,-6.637666667,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3216,75,75
Fialho et al. 2014,-35.08458333,-6.646611111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3217,75,75
Fialho et al. 2014,-35.10597222,-6.731888889,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3218,75,75
Fialho et al. 2014,-35.10827778,-6.758444444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3219,75,75
Fialho et al. 2014,-35.18247222,-6.726055556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3220,75,75
Fialho et al. 2014,-35.07908333,-6.930694444,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3221,75,75
Fialho et al. 2014,-35.07394444,-6.960055556,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3222,75,75
Fialho et al. 2014,-34.91027778,-6.860277778,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3223,75,75
Fialho et al. 2014,-35.10283333,-6.96225,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3224,75,75
Fialho et al. 2014,-35.09102778,-7.015111111,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3225,75,75
Fialho et al. 2014,-35.15441667,-7.042833333,Brazil,Neotropics,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta belzebul,Vulnerable,2,a,Alouatta_belzebul_a,3226,75,75
