Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2,row_id_3
de Souza 2009,-59.68719444,-1.831416667,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4080,75,75,91,area,1,0,116.1453977,14,2957,1570
de Souza 2009,-59.63788889,-1.791,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4077,75,75,83,area,1,0,137.6638086,11,2958,1571
de Souza 2009,-59.78480556,-1.702861111,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4068,75,75,143,area,1,0,226.1684024,2,2959,1572
de Souza 2009,-59.70322222,-1.741694444,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4082,75,75,88,area,1,0,844.5301013,16,2960,1573
de Souza 2009,-59.71677778,-1.671083333,Brazil,Neotropics,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saguinus midas,Least Concern,138,c,Saguinus_midas_c,4067,75,75,116,area,1,0,948.3406777,1,2961,1574
Carretero-Pinzon 2013,-73.62535278,3.599527778,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,3621,75,75,1,area,0,331.7014064,0.450925504,2,3010,1575
Carretero-Pinzon 2013,-73.63235,3.593169444,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,3622,75,75,116,area,1,0,1.893887117,3,3011,1576
Carretero-Pinzon 2013,-73.64106667,3.616869444,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,2164,75,75,103,area,1,0,4.779504147,3,3012,1577
Carretero-Pinzon 2013,-73.62370278,3.593808333,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,2162,75,75,128,area,1,0,13.07600191,1,3013,1578
Carretero-Pinzon 2013,-73.63553611,3.62705,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,3620,75,75,128,area,1,0,17.67627976,1,3014,1579
Carretero-Pinzon 2013,-73.64568333,3.616525,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,2165,75,75,93,area,1,0,18.396582,4,3015,1580
Carretero-Pinzon 2013,-73.63789444,3.607894444,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,2163,75,75,110,area,1,0,22.00375494,2,3016,1581
Carretero-Pinzon 2013,-73.64549722,3.597327778,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,3623,75,75,83,area,1,0,77.19844629,4,3017,1582
Carretero-Pinzon 2013,-73.47668333,3.562508333,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2009,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,4593,75,75,104,area,1,0,131.8179247,3,3018,1583
Carretero-Pinzon 2013,-73.48628056,3.562497222,Colombia,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2009,Tropical and Subtropical Grasslands Savannas and Shrublands,Saimiri sciureus,Least Concern,142,a,Saimiri_sciureus_a,4594,75,75,134,area,1,0,147.5964041,4,3019,1584
Benchimol & Venticinque 2014,-59.38027778,-1.855833333,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4088,75,75,1,area,0,30.0056344,2.881081906,4,3021,1585
Benchimol & Venticinque 2014,-59.6325,-1.829444444,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4096,75,75,124,area,1,0,4.05152143,12,3022,1586
Benchimol & Venticinque 2014,-59.36305556,-1.767222222,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4087,75,75,204,area,1,0,5.492062383,3,3023,1587
Benchimol & Venticinque 2014,-59.59527778,-1.836111111,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4094,75,75,87,area,1,0,9.183448575,10,3024,1588
Benchimol & Venticinque 2014,-59.42944444,-1.827777778,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4090,75,75,77,area,1,0,13.32500381,6,3025,1589
Benchimol & Venticinque 2014,-59.6875,-1.783333333,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4101,75,75,112,area,1,0,15.21571382,17,3026,1590
Benchimol & Venticinque 2014,-59.44777778,-1.789722222,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4092,75,75,100,area,1,0,22.32838477,8,3027,1591
Benchimol & Venticinque 2014,-59.35388889,-1.841388889,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4086,75,75,2,area,0,42.43437511,34.75305049,2,3028,1592
Benchimol & Venticinque 2014,-59.655,-1.877222222,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4098,75,75,117,area,1,0,58.34190859,14,3029,1593
Benchimol & Venticinque 2014,-59.41555556,-1.798611111,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4089,75,75,120,area,1,0,91.92451956,5,3030,1594
Benchimol & Venticinque 2014,-59.66277778,-1.678333333,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4099,75,75,67,area,1,0,103.3588134,15,3031,1595
Benchimol & Venticinque 2014,-59.68722222,-1.831388889,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4100,75,75,91,area,1,0,116.1436143,16,3032,1596
Benchimol & Venticinque 2014,-59.63777778,-1.791111111,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4097,75,75,83,area,1,0,137.6616948,13,3033,1597
Benchimol & Venticinque 2014,-59.78472222,-1.702777778,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4104,75,75,141,area,1,0,226.1649296,20,3034,1598
Benchimol & Venticinque 2014,-59.70333333,-1.741666667,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4102,75,75,88,area,1,0,844.5171337,18,3035,1599
Benchimol & Venticinque 2014,-59.71666667,-1.671111111,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,b,Saimiri_sciureus_b,4085,75,75,116,area,1,0,948.3261161,1,3036,1600
de Souza 2009,-59.38103611,-1.855925,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4122,75,75,1,area,0,30.00586477,2.881126145,18,3041,1601
de Souza 2009,-59.63263889,-1.829666667,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4114,75,75,125,area,1,0,4.051583642,10,3042,1602
de Souza 2009,-59.59533333,-1.836194444,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4112,75,75,87,area,1,0,9.183589588,8,3043,1603
de Souza 2009,-59.4295,-1.827722222,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4108,75,75,77,area,1,0,13.32520842,4,3044,1604
de Souza 2009,-59.68769444,-1.783361111,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4119,75,75,113,area,1,0,15.21594745,15,3045,1605
de Souza 2009,-59.44772222,-1.789694444,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4110,75,75,101,area,1,0,22.32872762,6,3046,1606
de Souza 2009,-59.65505556,-1.877333333,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4116,75,75,117,area,1,0,58.34280444,12,3047,1607
de Souza 2009,-59.41552778,-1.798555556,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4107,75,75,120,area,1,0,91.92593107,3,3048,1608
de Souza 2009,-59.66280556,-1.678219444,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4117,75,75,67,area,1,0,103.3604005,13,3049,1609
de Souza 2009,-59.68719444,-1.831416667,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4118,75,75,91,area,1,0,116.1453977,14,3050,1610
de Souza 2009,-59.63788889,-1.791,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4115,75,75,83,area,1,0,137.6638086,11,3051,1611
de Souza 2009,-59.78480556,-1.702861111,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4106,75,75,143,area,1,0,226.1684024,2,3052,1612
de Souza 2009,-59.70322222,-1.741694444,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4120,75,75,88,area,1,0,844.5301013,16,3053,1613
de Souza 2009,-59.71677778,-1.671083333,Brazil,Neotropics,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Saimiri sciureus,Least Concern,142,c,Saimiri_sciureus_c,4105,75,75,116,area,1,0,948.3406777,1,3054,1614
Carretero-Pinzon 2013,-73.62535278,3.599527778,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,3625,75,75,1,area,0,331.7014064,0.450925504,2,3094,1615
Carretero-Pinzon 2013,-73.63235,3.593169444,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,3626,75,75,116,area,1,0,1.893887117,3,3095,1616
Carretero-Pinzon 2013,-73.64106667,3.616869444,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,2168,75,75,103,area,1,0,4.779504147,3,3096,1617
Carretero-Pinzon 2013,-73.62370278,3.593808333,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,2166,75,75,128,area,1,0,13.07600191,1,3097,1618
Carretero-Pinzon 2013,-73.63553611,3.62705,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,3624,75,75,128,area,1,0,17.67627976,1,3098,1619
Carretero-Pinzon 2013,-73.64568333,3.616525,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,2169,75,75,93,area,1,0,18.396582,4,3099,1620
Carretero-Pinzon 2013,-73.63789444,3.607894444,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,2167,75,75,110,area,1,0,22.00375494,2,3100,1621
Carretero-Pinzon 2013,-73.64549722,3.597327778,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,3627,75,75,83,area,1,0,77.19844629,4,3101,1622
Carretero-Pinzon 2013,-73.47668333,3.562508333,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2009,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,4600,75,75,104,area,1,0,131.8179247,3,3102,1623
Carretero-Pinzon 2013,-73.48628056,3.562497222,Colombia,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2009,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,a,Sapajus_apella_a,4601,75,75,134,area,1,0,147.5964041,4,3103,1624
Benchimol & Venticinque 2014,-59.38027778,-1.855833333,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4127,75,75,1,area,0,30.0056344,2.881081906,4,3118,1625
Benchimol & Venticinque 2014,-59.6325,-1.829444444,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4135,75,75,124,area,1,0,4.05152143,12,3119,1626
Benchimol & Venticinque 2014,-59.36305556,-1.767222222,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4126,75,75,204,area,1,0,5.492062383,3,3120,1627
Benchimol & Venticinque 2014,-59.59527778,-1.836111111,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4133,75,75,87,area,1,0,9.183448575,10,3121,1628
Benchimol & Venticinque 2014,-59.42944444,-1.827777778,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4129,75,75,77,area,1,0,13.32500381,6,3122,1629
Benchimol & Venticinque 2014,-59.6875,-1.783333333,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4140,75,75,112,area,1,0,15.21571382,17,3123,1630
Benchimol & Venticinque 2014,-59.44777778,-1.789722222,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4131,75,75,100,area,1,0,22.32838477,8,3124,1631
Benchimol & Venticinque 2014,-59.35388889,-1.841388889,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4125,75,75,2,area,0,42.43437511,34.75305049,2,3125,1632
Benchimol & Venticinque 2014,-59.655,-1.877222222,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4137,75,75,117,area,1,0,58.34190859,14,3126,1633
Benchimol & Venticinque 2014,-59.41555556,-1.798611111,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4128,75,75,120,area,1,0,91.92451956,5,3127,1634
Benchimol & Venticinque 2014,-59.66277778,-1.678333333,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4138,75,75,67,area,1,0,103.3588134,15,3128,1635
Benchimol & Venticinque 2014,-59.68722222,-1.831388889,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4139,75,75,91,area,1,0,116.1436143,16,3129,1636
Benchimol & Venticinque 2014,-59.63777778,-1.791111111,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4136,75,75,83,area,1,0,137.6616948,13,3130,1637
Benchimol & Venticinque 2014,-59.78472222,-1.702777778,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4143,75,75,141,area,1,0,226.1649296,20,3131,1638
Benchimol & Venticinque 2014,-59.70333333,-1.741666667,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4141,75,75,88,area,1,0,844.5171337,18,3132,1639
Benchimol & Venticinque 2014,-59.71666667,-1.671111111,Brazil,Neotropics,Cebidae,Sapajus,Sapajus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,d,Sapajus_apella_d,4124,75,75,116,area,1,0,948.3261161,1,3133,1640
Cassano et al. 2014,-51.24406082,-15.15965063,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4159,75,75,1,area,0,261.8095971,0.370509541,16,3138,1641
Cassano et al. 2014,-51.17329101,-15.11795529,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4155,75,75,2,area,0,280.5945073,1.204156009,12,3139,1642
Cassano et al. 2014,-51.29656035,-15.21253174,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4170,75,75,1,area,0,344.3298611,1.296783395,27,3140,1643
Cassano et al. 2014,-51.18414318,-15.17232883,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4161,75,75,1,area,0,344.3298611,2.037802478,18,3141,1644
Cassano et al. 2014,-51.12935769,-15.12455759,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4156,75,75,1,area,0,121.7389899,5.465015735,13,3142,1645
Cassano et al. 2014,-51.17833849,-15.2106133,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4145,75,75,1,area,0,323.5258034,6.020780047,2,3143,1646
Cassano et al. 2014,-51.1274589,-15.10871861,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4154,75,75,1,area,0,152.1737373,12.04156009,11,3144,1647
Cassano et al. 2014,-51.25198189,-15.19848215,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4166,75,75,1,area,0,329.2021277,14.91300904,23,3145,1648
Cassano et al. 2014,-51.10990955,-15.09550062,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4150,75,75,1,area,0,432.5590346,26.12092267,7,3146,1649
Cassano et al. 2014,-51.38310318,-15.20159708,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4167,75,75,1,area,0,109.7340426,318.5455782,24,3147,1650
Cassano et al. 2014,-51.1232675,-15.08647972,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4149,75,75,1,area,0,30.43474747,409.7835528,6,3148,1651
Cassano et al. 2014,-51.34864156,-15.18204331,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,1,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4163,75,75,1,area,0,464.5662578,891.6312113,20,3149,1652
Cassano et al. 2014,-51.31399297,-15.22694647,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical and Subtropical Grasslands Savannas and Shrublands,Sapajus apella,Least Concern,143,f,Sapajus_apella_f,4173,75,75,1,area,0,435.7592683,991.3909053,30,3150,1653
de Souza 2009,-59.38103611,-1.855925,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,g,Sapajus_apella_g,4192,75,75,1,area,0,30.00586477,2.881126145,18,3151,1654
de Souza 2009,-59.63263889,-1.829666667,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,g,Sapajus_apella_g,4184,75,75,125,area,1,0,4.051583642,10,3152,1655
de Souza 2009,-59.59533333,-1.836194444,Brazil,Neotropics,Cebidae,Sapajus,Cebus apella,Sapajus_apella,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Sapajus apella,Least Concern,143,g,Sapajus_apella_g,4182,75,75,87,area,1,0,9.183589588,8,3153,1656
