Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2,row_id_3
Puig-Lagunes et al. 2016,-94.66328056,17.93929722,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2387,75,75,1,area,0,400.4524352,0.379555391,11,458,381
Puig-Lagunes et al. 2016,-94.63355556,17.82990278,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Mangroves,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2415,50,75,1,area,0,137.7598257,0.664221935,39,459,382
Puig-Lagunes et al. 2016,-94.66229722,17.93288889,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2388,75,75,1,area,0,263.1897774,0.948888479,12,460,383
Puig-Lagunes et al. 2016,-94.647975,17.93840556,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2385,75,75,947,area,1,0,1.043777326,9,461,384
Puig-Lagunes et al. 2016,-94.607225,17.89626944,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2398,75,75,1,area,0,92.41210044,1.613110414,22,462,385
Puig-Lagunes et al. 2016,-94.56509444,17.88063889,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Mangroves,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2393,50,75,612,area,1,0,1.802888109,17,463,386
Puig-Lagunes et al. 2016,-94.64041944,17.93369167,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2420,75,75,983,area,1,0,3.510887371,44,464,387
Puig-Lagunes et al. 2016,-94.65611389,17.93505556,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2386,75,75,824,area,1,0,5.977997415,10,465,388
Puig-Lagunes et al. 2016,-94.65302778,17.937175,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2389,75,75,873,area,1,0,6.452441654,13,466,389
Puig-Lagunes et al. 2016,-94.55768889,17.88224167,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Mangroves,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2391,50,75,647,area,1,0,7.685996676,15,467,390
Puig-Lagunes et al. 2016,-94.64953889,17.91673333,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2406,75,75,809,area,1,0,10.62755096,30,468,391
Puig-Lagunes et al. 2016,-94.64423889,17.94648611,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2419,75,75,929,area,1,0,28.7513209,43,469,392
Puig-Lagunes et al. 2016,-94.54289167,17.87935833,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Mangroves,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2390,50,75,723,area,1,0,30.07976477,14,470,393
Puig-Lagunes et al. 2016,-94.58266667,17.91284722,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Mangroves,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2377,50,75,728,area,1,0,30.7439867,1,471,394
Puig-Lagunes et al. 2016,-94.63883611,17.93740556,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2421,75,75,1004,area,1,0,34.53954062,45,472,395
Puig-Lagunes et al. 2016,-94.62690556,17.89094167,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2399,75,75,575,area,1,0,45.35686927,23,473,396
Puig-Lagunes et al. 2016,-94.63772222,17.94325278,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2422,75,75,994,area,1,0,53.42242134,46,474,397
Puig-Lagunes et al. 2016,-94.60396111,17.952825,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2412,75,75,398,area,0,30.80403348,63.10108382,36,475,398
Puig-Lagunes et al. 2016,-94.60666111,17.91983889,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2380,75,75,855,area,1,0,96.31218057,4,476,399
Puig-Lagunes et al. 2016,-94.60955556,17.93738056,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2409,75,75,990,area,1,0,113.0126178,33,477,400
Puig-Lagunes et al. 2016,-94.61861944,17.90452778,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2394,75,75,668,area,1,0,128.1948335,18,478,401
Puig-Lagunes et al. 2016,-94.62263056,17.91295278,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2402,75,75,807,area,1,0,130.377277,26,479,402
Puig-Lagunes et al. 2016,-94.60435278,17.94637778,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2410,75,75,856,area,1,0,148.0266027,34,480,403
Puig-Lagunes et al. 2016,-94.63935278,17.8219,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Mangroves,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2413,50,75,436,area,1,0,172.12837,37,481,404
Puig-Lagunes et al. 2016,-94.58711944,17.93927778,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Mangroves,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2407,50,75,754,area,1,0,191.8652504,31,482,405
Puig-Lagunes et al. 2016,-94.63848056,17.91620556,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2400,75,75,854,area,1,0,233.6163434,24,483,406
Puig-Lagunes et al. 2016,-94.61296944,17.95375278,Mexico,Neotropics,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta palliata,Vulnerable,6,d,Alouatta_palliata_d,2411,75,75,770,area,1,0,383.1611676,35,484,407
Dias et al. 2013,-92.306913,17.798569,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4638,75,75,1,area,0,30.7692241,0.284023546,8,485,408
Dias et al. 2013,-92.285138,17.786213,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4637,75,75,206,area,1,0,0.662721606,7,486,409
Dias et al. 2013,-92.307168,17.795804,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4639,75,75,1,area,0,68.8020767,1.136094182,9,487,410
Dias et al. 2013,-92.30119,17.781821,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4634,75,75,180,area,1,0,7.763310245,4,488,411
Dias et al. 2013,-92.287701,17.808245,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4635,75,75,215,area,1,0,14.01182825,5,489,412
Dias et al. 2013,-92.290091,17.791741,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4633,75,75,218,area,1,0,15.24259694,3,490,413
Dias et al. 2013,-92.292225,17.787188,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4632,75,75,192,area,1,0,20.44969528,2,491,414
Dias et al. 2013,-92.28437,17.78979,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4636,75,75,1,area,0,276.9230169,39.47927283,6,492,415
Dias et al. 2013,-92.299654,17.795236,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,b,Alouatta_pigra_b,4631,75,75,204,area,1,0,70.34316478,1,493,416
Galan-Acedo et al,-90.77739444,16.0757,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,c,Alouatta_pigra_c,5994,75,75,748,area,1,0,18.71162963,1,494,417
Galan-Acedo et al,-91.07365,16.07850833,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,0,2015,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,c,Alouatta_pigra_c,6000,75,75,894,area,1,0,39.00583489,7,495,418
Galan-Acedo et al,-90.72623611,16.24026389,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,c,Alouatta_pigra_c,6002,75,75,568,area,1,0,76.42909415,9,496,419
Galan-Acedo et al,-90.964225,16.08703889,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,0,2015,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,c,Alouatta_pigra_c,6003,75,75,594,area,1,0,92.62722129,10,497,420
Galan-Acedo et al,-90.858775,16.15901389,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,c,Alouatta_pigra_c,5997,75,75,479,area,1,0,93.55814814,4,498,421
Galan-Acedo et al,-90.77055,16.29564444,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,c,Alouatta_pigra_c,6005,75,75,262,area,1,0,456.1541551,12,499,422
Galan-Acedo et al,-91.03942778,16.08659167,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,0,2015,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,c,Alouatta_pigra_c,5996,75,75,619,area,1,0,506.0518341,3,500,423
Galan-Acedo et al,-90.87945,16.17861389,Mexico,Neotropics,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta pigra,Endangered,7,c,Alouatta_pigra_c,5999,75,75,301,area,1,0,638.5227244,6,501,424
"Feeley & Terborg, 2006",-62.84966858,7.339170148,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,916,75,75,1,area,0,243.1381282,0.090947922,12,550,425
"Feeley & Terborg, 2006",-62.83149884,7.202834142,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,913,75,75,1,area,0,298.5447432,0.636635455,9,551,426
"Feeley & Terborg, 2006",-62.83199728,7.226670121,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,923,75,75,1,area,0,30.1575732,0.636635455,19,552,427
"Feeley & Terborg, 2006",-62.86182977,7.332498248,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,921,75,75,76,area,1,0,0.727583377,17,553,428
"Feeley & Terborg, 2006",-62.8533307,7.333997159,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,927,75,75,72,area,1,0,1.455166754,23,554,429
"Feeley & Terborg, 2006",-62.84253145,7.254245592,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,928,75,75,1,area,0,286.0998601,1.637062599,24,555,430
"Feeley & Terborg, 2006",-62.83199692,7.227665163,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,926,75,75,1,area,0,30.1575732,1.728010521,22,556,431
"Feeley & Terborg, 2006",-62.85933127,7.354496866,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,925,75,75,60,area,1,0,2.09180221,21,557,432
"Feeley & Terborg, 2006",-62.83667099,7.277835034,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,914,75,75,2,area,0,162.4035019,2.09180221,10,558,433
"Feeley & Terborg, 2006",-62.81905723,7.23913937,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,930,75,75,26,area,1,0,5.002135718,26,559,434
"Feeley & Terborg, 2006",-62.85549596,7.334504426,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,929,75,75,1,area,0,42.64924903,5.547823251,25,560,435
"Feeley & Terborg, 2006",-62.84785342,7.348215336,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,931,75,75,1,area,0,423.2817107,7.639625461,27,561,436
"Feeley & Terborg, 2006",-62.84189636,7.334499848,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,932,75,75,1,area,0,217.4693531,9.27668806,28,562,437
"Feeley & Terborg, 2006",-62.84688684,7.313162519,Venezuela,Neotropics,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta seniculus,Least Concern,9,f,Alouatta_seniculus_f,920,75,75,1,area,0,85.29849807,78.76090058,16,563,438
Pyritz et al. 2010,-62.895966,-17.740141,Bolivia,Neotropics,Aotidae,Aotus,Aotus azarae boliviensis,Aotus_azarae,0,2006,Tropical and Subtropical Dry Broadleaf Forest,Aotus azarae,Least Concern,10,a,Aotus_azarae_a,2451,75,75,1,area,0,495.4068798,11.09597748,1,603,439
Pyritz et al. 2010,-63.166785,-17.925957,Bolivia,Neotropics,Aotidae,Aotus,Aotus azarae boliviensis,Aotus_azarae,0,2006,Tropical and Subtropical Dry Broadleaf Forest,Aotus azarae,Least Concern,10,a,Aotus_azarae_a,2455,75,75,40,area,0,96.9709789,54.35148293,5,604,440
Pyritz et al. 2010,-62.927585,-17.845909,Bolivia,Neotropics,Aotidae,Aotus,Aotus azarae boliviensis,Aotus_azarae,0,2006,Tropical and Subtropical Dry Broadleaf Forest,Aotus azarae,Least Concern,10,a,Aotus_azarae_a,2452,75,75,259,area,1,0,249.1893249,2,605,441
Pyritz et al. 2010,-63.064902,-17.78048,Bolivia,Neotropics,Aotidae,Aotus,Aotus azarae boliviensis,Aotus_azarae,1,2006,Tropical and Subtropical Dry Broadleaf Forest,Aotus azarae,Least Concern,10,a,Aotus_azarae_a,2453,75,75,74,area,1,0,266.3974933,3,606,442
Pyritz et al. 2010,-63.147683,-17.92593,Bolivia,Neotropics,Aotidae,Aotus,Aotus azarae boliviensis,Aotus_azarae,0,2006,Tropical and Subtropical Dry Broadleaf Forest,Aotus azarae,Least Concern,10,a,Aotus_azarae_a,2454,75,75,235,area,1,0,447.506414,4,607,443
Carretero-Pinzon 2013,-73.62535278,3.599527778,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,0,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,3300,75,75,1,area,0,331.7014064,0.450925504,2,608,444
Carretero-Pinzon 2013,-73.63235,3.593169444,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,0,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,3301,75,75,116,area,1,0,1.893887117,3,609,445
Carretero-Pinzon 2013,-73.64106667,3.616869444,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,1961,75,75,103,area,1,0,4.779504147,3,610,446
Carretero-Pinzon 2013,-73.62370278,3.593808333,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,1959,75,75,128,area,1,0,13.07600191,1,611,447
Carretero-Pinzon 2013,-73.63553611,3.62705,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,0,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,3299,75,75,128,area,1,0,17.67627976,1,612,448
Carretero-Pinzon 2013,-73.64568333,3.616525,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,1962,75,75,93,area,1,0,18.396582,4,613,449
Carretero-Pinzon 2013,-73.63789444,3.607894444,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,1960,75,75,110,area,1,0,22.00375494,2,614,450
Carretero-Pinzon 2013,-73.64549722,3.597327778,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,1,2007,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,3302,75,75,83,area,1,0,77.19844629,4,615,451
Carretero-Pinzon 2013,-73.47668333,3.562508333,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,0,2009,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,4257,75,75,104,area,1,0,131.8179247,3,616,452
Carretero-Pinzon 2013,-73.48628056,3.562497222,Colombia,Neotropics,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki,0,2009,Tropical and Subtropical Grasslands Savannas and Shrublands,Aotus brumbacki,Vulnerable,11,a,Aotus_brumbacki_a,4258,75,75,134,area,1,0,147.5964041,4,617,453
Shanee et al. 2015,-77.79833333,-5.908333333,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5033,75,75,3,area,0,284.8645755,0.364709332,40,651,454
Shanee et al. 2015,-78.00027778,-5.993888889,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5010,75,75,275,area,0,217.7434572,0.638241331,17,652,455
Shanee et al. 2015,-77.49305556,-7.144722222,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5026,75,75,340,area,0,278.3895348,0.638241331,33,653,456
Shanee et al. 2015,-77.91527778,-6.265555556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5016,75,75,1,area,0,95.48682266,0.91177333,23,654,457
Shanee et al. 2015,-77.45083333,-6.346666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5018,75,75,965,area,1,0,2.826497323,25,655,458
Shanee et al. 2015,-77.98055556,-5.909722222,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5023,75,75,11,area,0,90.58675384,3.008851989,30,656,459
Shanee et al. 2015,-77.64777778,-6.053611111,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5006,75,75,9,area,0,30.19558461,6.382413311,13,657,460
Shanee et al. 2015,-77.95555556,-6.0175,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5031,75,75,1026,area,1,0,13.76777728,38,658,461
Shanee et al. 2015,-78.16583333,-5.938333333,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5009,75,75,1,area,0,30.19558461,58.53584779,16,659,462
dos Santos-Filho et al. 2017,-57.41555556,-14.66194444,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,961,75,75,111,area,1,0,3.083973656,28,782,463
dos Santos-Filho et al. 2017,-57.42166667,-14.65666667,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,962,75,75,1,area,0,30.57020562,3.083973656,29,783,464
dos Santos-Filho et al. 2017,-57.43361111,-14.65944444,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,960,75,75,94,area,1,0,5.046502347,27,784,465
dos Santos-Filho et al. 2017,-57.42666667,-14.66527778,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,959,75,75,1,area,0,30.57020562,9.158467222,26,785,466
dos Santos-Filho et al. 2017,-57.44,-14.63777778,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,958,75,75,90,area,1,0,11.6817184,25,786,467
dos Santos-Filho et al. 2017,-57.83833333,-14.61,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,935,75,75,194,area,1,0,26.07359546,2,787,468
dos Santos-Filho et al. 2017,-57.4125,-14.63583333,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,937,75,75,106,area,1,0,28.22303164,4,788,469
